27.9609209,-82.7522115
28.6637621,-81.3485759
25.6356154,-80.3372924
28.0197622,-82.76983369999999
28.5983211,-81.2191368
27.9253363,-82.4933459
28.6640183,-81.3583135
26.7158931,-80.102228
26.6009977,-81.8722058
30.3418215,-81.5370028
28.6964202,-81.326773
26.0221286,-80.2645938
26.6715817,-80.0629439
30.324016,-81.5193543
25.7150135,-80.4114499
29.1591756,-82.1768336
26.0204942,-80.148945
25.8305652,-80.2709215
28.540706,-81.3777099
26.1689126,-80.10177589999999
29.2322063,-81.05441379999999
28.2203537,-82.6665198
25.9037097,-80.33176879999999
25.848218,-80.1845111
29.0291262,-80.8978455
27.0651779,-82.41928279999999
25.8771158,-80.3218831
27.0514267,-82.3966045
28.016517,-82.123785
28.3537075,-82.64923499999999
30.3197525,-81.451239
26.7510784,-80.3657997
28.3554901,-80.7331279
27.8350166,-82.6382683
27.4618154,-82.61360499999999
30.3117902,-81.6942425
27.4959689,-82.5949618
28.1984367,-82.7404981
30.4167859,-86.65414229999999
30.1963939,-81.6211471
24.5590472,-81.80640199999999
26.1837304,-80.25269039999999
25.9102707,-80.33114479999999
30.2991148,-81.39435139999999
29.1262464,-81.00216069999999
30.1757561,-81.3751157
30.39074189999999,-86.4870584
26.291567,-80.1496945
30.4588236,-84.23014359999999
30.41155759999999,-86.6038003
26.0110846,-80.1504685
28.5343239,-82.5259
26.1224386,-80.13731740000001
27.0190151,-81.9970895
28.4776798,-82.4890556
26.2068363,-80.2521907
26.6573145,-81.9648715
28.068619,-82.4450762
26.045498,-80.163724
30.2842136,-81.52632059999999
26.5356804,-80.0957433
30.1996769,-81.6157953
26.632009,-80.113474
26.2733869,-80.1988837
30.18031539999999,-82.70030129999999
26.1630057,-81.7666459
30.2477587,-81.7303002
25.9140919,-80.190292
27.2344537,-80.8290854
28.045855,-81.74780129999999
28.5516283,-82.421869
28.3049866,-81.44857669999999
26.6456099,-81.9405347
28.1226205,-82.7394554
28.5424113,-81.3121467
26.649437,-81.9406534
30.4835467,-87.20059359999999
28.081342,-80.6498598
30.2880098,-81.5169446
26.565654,-81.87138
25.6543508,-80.4019175
28.2294331,-82.4704103
26.2004757,-81.7996435
28.4541186,-81.4898943
28.9061124,-81.2273226
26.6853943,-81.8836577
26.5351698,-81.8532565
28.0561136,-82.31801109999999
30.5461418,-83.8703707
26.2123828,-80.1573315
27.3641125,-82.4900073
25.8677686,-80.3072756
26.0072069,-80.2911981
30.1560483,-81.63223479999999
26.2264042,-81.6799532
30.9513949,-87.1513076
26.3868485,-80.07968199999999
28.3337436,-81.4808682
27.9326515,-82.32675689999999
27.5872198,-80.39678169999999
41.4847438,-72.79038109999999
28.1994771,-80.5959616
30.1745752,-85.6645207
28.0336229,-80.6226318
28.2095438,-82.7320208
27.0052914,-82.1321658
28.3152766,-81.4314689
30.1831879,-81.73878909999999
26.1687902,-80.1186015
25.8602492,-80.32604309999999
28.0539306,-82.4375286
26.1178886,-80.2547834
27.893739,-82.5251639
28.0564611,-82.4516225
27.521564,-82.5261305
25.9016984,-80.1592771
27.8859453,-82.78680760000002
26.6215072,-81.941217
26.7259526,-80.0840141
30.2877142,-81.49927129999999
27.9947914,-82.5943072
30.3133895,-81.5640559
26.5543622,-81.8520188
30.3137162,-81.6002307
30.3082494,-81.71392879999999
25.8253809,-80.1978482
26.2314915,-80.10928059999999
27.9161846,-82.7565369
27.0084997,-82.1325591
26.0918863,-80.15625589999999
25.9850017,-80.1530002
26.452753,-80.1475248
30.28739359999999,-81.55546849999999
26.6266091,-80.0572687
28.2377087,-82.1841623
27.832798,-82.69925099999999
25.7304424,-80.3137811
27.9451429,-82.5170405
30.3493176,-81.4143764
30.0634841,-81.8844757
28.55502,-81.1975406
27.8490098,-82.6391278
27.5829571,-82.5520604
26.611014,-81.861055
30.330339,-81.73145799999999
30.7281679,-86.5672407
28.6040823,-81.4253591
28.1262702,-82.3711665
30.2875845,-81.4039973
30.2946069,-81.7301785
29.8540458,-81.325501
25.7604545,-80.42560139999999
30.4632014,-87.2642888
26.7053786,-81.74429959999999
29.2149579,-81.0050079
26.777218,-81.4376463
28.8400003,-81.8941095
27.918274,-82.76027169999999
28.4451377,-81.47160269999999
28.0280362,-80.5769134
27.7702917,-82.3934611
28.6644257,-81.224927
27.9820045,-82.8257046
25.7527557,-80.367233
30.3994454,-87.2769486
28.332739,-81.5889878
26.6715207,-81.9367986
25.748399,-80.30409610000001
26.6771746,-81.8934484
28.1805837,-80.6710549
26.4426854,-81.81048679999999
29.8007788,-81.37469829999999
28.4632592,-81.4549557
28.3278782,-80.6111269
28.6943684,-81.32802749999999
30.1214415,-81.7968345
25.5871811,-80.3607909
28.0249799,-82.4823985
26.0562793,-80.2071749
28.2401214,-82.3179404
26.6160317,-81.94128070000001
26.0102477,-80.1472891
28.8114331,-81.73109149999999
28.5934911,-81.3551683
30.18588669999999,-81.7237229
26.4614337,-80.06778659999999
30.288148,-81.453047
25.4472872,-80.49093839999999
25.8214063,-80.283656
28.7789388,-81.27407079999999
29.7085562,-82.34569259999999
28.0454895,-82.5143033
28.0797097,-80.6045687
30.266431,-81.6473654
30.2476549,-81.7875273
30.2878896,-81.50311200000002
28.596553,-81.21091109999999
26.1718602,-80.25696119999999
30.4733043,-81.6288718
27.6299914,-80.4827497
30.2201317,-81.5912742
25.9260225,-80.310299
27.8953022,-82.7451013
29.8611957,-81.35411409999999
26.2429773,-80.089722
27.8022419,-82.7432829
29.7918224,-82.48276349999999
26.5498931,-81.97106
26.3805144,-80.07690099999999
26.3532427,-80.0868191
30.3537298,-81.5621278
25.7403582,-80.2359546
